Stress,ECG_Rate_Mean,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_DFA_alpha1,HRV_MFDFA_alpha1_Width,HRV_MFDFA_alpha1_Peak,HRV_MFDFA_alpha1_Mean,HRV_MFDFA_alpha1_Max,HRV_MFDFA_alpha1_Delta,HRV_MFDFA_alpha1_Asymmetry,HRV_MFDFA_alpha1_Fluctuation,HRV_MFDFA_alpha1_Increment,HRV_ApEn,HRV_SampEn,HRV_ShanEn,HRV_FuzzyEn,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC
1,76.67260107202834,101.61333333333333,6.517944737691752,5.049752469181039,5.083330045741962,0.06414458146265338,0.0496957663283792,101.0,5.9304,0.05871683168316831,8.0,96.8,108.0,0.0,0.0,88.0,115.0,2.2058823529411766,0.0,3.5944571463534642,8.52917657323384,0.4214307343142064,96.3141926055959,2.3728691777245396,2.6906603982922794,80.95448080798715,0.5066666666666667,0.46153846153846156,0.7,0.0,51.219512195121965,51.24255782545417,51.19344871593575,41.53846153846154,0.4552199258081611,0.544780074191839,2.4256054180009605,2.65350633886768,0.5675721153027802,0.43242788469721993,6.425658351383669,5.60872247206922,0.550622331610507,0.44937766838949306,4.856575279584488,4.387417444186569,1.2124093969521719,1.0826375466719016,1.4400153032828902,1.6172070534394298,0.23970497991553685,-0.44906278028040525,-0.3363332671204332,0.0010027992111956653,0.10938745186136657,0.6334231293896586,2.379546134130174,4.40800069216271,1.312552775027589,2.0496374507954833,1.84003359539221,2.7086254825869616,0.8305091587327841
1,72.67149599873022,107.33333333333333,10.116225984477317,6.903765047492992,6.952381871135428,0.0942505526504098,0.06432079236794713,107.0,11.119499999999999,0.10392056074766354,14.75,99.0,117.0,0.0,0.0,87.0,124.0,4.0,23.4375,4.916076366478278,13.533965023433938,0.36323991956282853,209.02274319570077,2.7530013804747386,3.027163653044214,149.03609757124184,0.4722222222222222,0.453125,0.6551724137931034,0.058823529411764705,49.11764705882352,49.12425937178895,49.11629054785857,50.0,0.5156619385342789,0.4843380614657211,3.530479530359256,3.421570232677222,0.569022657319305,0.43097734268069493,10.209155751921998,8.88489437689223,0.562801922991078,0.4371980770089221,7.638427419347772,6.732328384209806,1.5618364160534106,1.4539022177218417,2.017004220677249,1.9675062851118268,0.5973464012295215,0.27944303892131916,-0.5340448862117989,0.0027729322487125255,0.23861254522929806,0.608648456485168,1.0887599922250986,4.819114154689793,1.0213944144628058,1.5705359566737835,1.7354522686946958,2.7164176179397357,0.6855472223824791
1,72.57288572794684,107.61971830985915,11.776934111320069,5.086396422952951,5.122131576214922,0.10943100666191924,0.04726268106656976,107.0,13.343399999999999,0.12470467289719625,18.5,95.0,118.0,0.0,0.0,81.0,131.0,4.4375,39.0625,3.621893971671311,16.335030756434605,0.22172556793286688,185.86840054862472,4.5100797770998415,2.9761756716871086,294.68916749159854,0.4647887323943662,0.4444444444444444,0.6428571428571429,0.2857142857142857,51.34099616858238,51.390196657170605,51.2800920468799,46.03174603174603,0.5588072887907233,0.44119271120927667,2.7080128015453195,2.4062117680004325,0.5412521975653739,0.45874780243462626,12.017656677577055,11.063867216916162,0.5420751069706893,0.4579248930293107,8.710838230430115,8.006216736574647,1.5544370355189743,1.652982070522798,1.7359859787306786,1.9476269331476947,-0.7638325820997824,-0.6062229148963088,-0.37196415606003563,0.0005214586342120589,0.13663904247658692,0.5817431149009655,0.9932517730102833,4.918396105910026,0.8105835067808104,1.6457584038123414,1.55136165894178,1.9484198769348975,0.779545409514678
1,76.76724569192986,101.63157894736842,9.741789165258652,4.963869458396343,4.997224454860143,0.09585395864314572,0.04884180202461445,100.0,7.412999999999999,0.07412999999999999,9.5,94.0,107.0,0.0,1.3157894736842104,83.0,124.0,2.533333333333333,23.4375,3.5335712991428547,13.405323670195457,0.2635946274836446,148.8130561844145,3.7937040278336007,2.879611145876614,203.42332160813447,0.5526315789473685,0.5223880597014925,0.7714285714285715,0.25,49.579831932773104,49.5561671869175,49.61367734782959,47.76119402985074,0.5995670995670996,0.4004329004329004,2.7361444564361888,2.2360679774997894,0.4718965257933524,0.5281034742066477,9.208750245341713,9.741746333261897,0.4801912529883278,0.519808747011672,6.792921594114257,7.067588755071337,1.4493829101257123,0.8627331044620323,1.6066721034419515,1.7817086539842686,0.21888745081782268,-0.4873477770234249,-0.2971139050570417,0.0005256967951358208,0.06188647668284115,0.5260847639275417,1.3143208614948014,4.645761481958611,0.8216339102727199,1.6094197237810972,1.4528912610938907,2.2298081619349666,0.6576765803624827
1,71.7862252851809,108.85915492957747,14.364933269844398,6.906518659932803,6.940161274013507,0.13195889017453127,0.06344453679068818,106.0,13.343399999999999,0.1258811320754717,19.0,98.0,121.0,0.0,1.4084507042253522,82.0,138.0,4.4375,39.0625,4.907435099383219,19.656851781151776,0.2496551916868385,303.052869424544,4.005524552657315,3.1884885103993756,314.94400974939646,0.5492957746478874,0.5238095238095238,0.7272727272727273,0.2,54.86725663716814,54.62402943933894,55.07368176644892,50.79365079365079,0.6480982330038932,0.3519017669961067,3.9599443708579862,2.917960375608824,0.4370176476678206,0.5629823523321792,12.994616004522738,14.748958500218624,0.44945648895103996,0.55054351104896,9.605758807228307,10.63123392637925,1.527087266725596,1.710512822957674,1.8368182694093873,2.209656065111155,-0.7848514597501737,-1.3776326069137168,-0.2820315693061639,0.001607801401714218,0.22935017732487342,0.614523234093904,1.461517782357478,5.103765957441438,0.858274695196903,1.6200405536045408,1.6728993602766478,1.9455531816283214,0.779545409514678
1,69.9041133791856,111.57971014492753,7.2037690239237,4.782012866860934,4.817544575102468,0.06456163951821474,0.042857369504273865,112.0,7.412999999999999,0.0661875,8.0,105.0,117.4,0.0,0.0,96.0,130.0,2.3,23.4375,3.406518437723419,9.675434122608175,0.35207913097806665,103.545463594594,2.8402705869615903,2.7221011868369267,109.9234038181141,0.5507246376811594,0.546875,0.7714285714285715,0.25,49.79919678714859,49.80278228446695,49.79583847529011,45.3125,0.4745980707395498,0.52540192926045,2.346798390694685,2.4692134224025946,0.5337734938526068,0.46622650614739325,7.068853191564232,6.606461989373949,0.5272470764199525,0.47275292358004734,5.266694795146905,4.987101108981847,1.200733704963112,1.8162527915005695,1.4641618405238528,1.8928388692346076,-1.1587688579632456,-1.6743696839329445,-0.26397722237960813,0.0011065259373968658,0.22282191429479262,0.6204433804528691,1.9459101490553135,4.5830406746596,1.1400345838114345,1.6294557785318622,1.734324455692948,2.6497345583508833,0.8852933995330681
1,68.47544438718958,113.94029850746269,5.586457100868692,4.743416490252569,4.779545579242439,0.04902968637126046,0.04163071847614909,114.0,5.9304,0.05202105263157895,7.5,110.0,118.0,0.0,0.0,99.0,126.0,1.8108108108108107,23.4375,3.379649090072514,7.1978451191293615,0.46953623398905675,76.42298201603013,2.1297610868159462,2.5901940897658915,61.31876177459922,0.6417910447761194,0.6271186440677966,0.8378378378378378,0.2857142857142857,50.59760956175299,50.598362449438774,50.59541535532615,44.06779661016949,0.4370370370370371,0.562962962962963,2.234347263141451,2.535896139586405,0.5692530086692568,0.43074699133074346,5.430691901582572,4.724040625255019,0.5453677608591336,0.45463223914086637,4.152392215471837,3.7912616013557456,1.016450986115347,1.2689872937904925,1.17554434957859,1.3560546338521102,-0.33688435016649976,-0.557677783359825,-0.3577524888099296,0.00031479951802340503,0.08613178726682201,0.6144475614463771,1.6625477377480489,4.339364049088952,1.3317984564258862,2.0677499523325134,1.881003056701205,3.0531234276383232,0.995925090970679
1,69.31414455859044,112.55072463768116,7.359540090897741,4.907976700649428,4.943668630268408,0.06538865133555809,0.0436067978811242,114.0,4.4478,0.03901578947368421,8.0,107.0,117.4,0.0,0.0,91.0,134.0,1.9166666666666667,31.25,3.4957016124020015,9.758857213713451,0.3582080909524665,107.1724579659512,2.7916734022981577,2.737053301193186,108.97416848139741,0.5797101449275363,0.5789473684210527,0.8181818181818182,0.15789473684210525,51.32743362831857,51.40351681349984,51.25240331886416,49.122807017543856,0.6263736263736263,0.37362637362637363,2.7670772338173806,2.137092459184786,0.4709538725006655,0.5290461274993343,6.697121065312,7.0981591665868775,0.4886334472675963,0.5113665527324038,5.123872899543674,5.241709059710668,1.2228262268842383,1.2058227285308254,1.4611483377509693,1.6837695877142598,-0.020944355293597283,-0.6775302749332175,-0.3153781275672816,0.0010039896471021146,0.12448416202878058,0.6208365937965401,1.4534336639575192,4.3579894949785976,0.9840024940937102,1.5440297091440829,1.6934728965916137,1.8381807786176132,0.8852933995330681
1,68.86510045305089,113.56716417910448,8.971712921475145,5.96708141439855,6.012496698553484,0.07899918067273422,0.05254231236229503,116.0,8.8956,0.07668620689655173,12.0,105.2,121.80000000000001,0.0,0.0,93.0,128.0,3.1904761904761907,31.25,4.251477187408898,11.996366971413492,0.354397060171623,160.22838976889818,2.821693835484224,2.911709578187032,135.40029892577599,0.47761194029850745,0.47619047619047616,0.6666666666666666,0.23076923076923078,50.621118012422365,50.65898834704146,50.58307880985306,49.2063492063492,0.48212765957446835,0.5178723404255321,2.95218302538725,3.059663128767358,0.5216774162895389,0.478322583710461,8.664644734555962,8.296791677314317,0.5172639398927864,0.48273606010721376,6.472690823430892,6.2529309367004275,1.4301404753221283,0.2907491265147115,1.4565108335649228,1.3663071425362343,0.8313511542648317,0.374416012551702,-0.810245785120611,7.274146724375393e-05,0.005875205837739225,0.4082738041251832,1.9740810260220096,4.6580489452691545,1.188399298979566,1.812247195908248,1.7465200152772862,2.7019616494210092,0.905386446336981
1,69.74926842658228,111.97101449275362,7.380361489817089,5.83221277752732,5.870175059048972,0.06591314299733098,0.05208680839365585,111.0,8.8956,0.08014054054054054,11.0,106.0,120.0,0.0,0.0,94.0,124.0,3.1363636363636362,15.625,4.15084059100567,9.458164201442974,0.4388632405401041,123.33682863082068,2.2786141732201384,2.798062887148867,86.20602800820518,0.6086956521739131,0.5833333333333334,0.7714285714285715,0.26666666666666666,52.63157894736842,52.824879328300824,52.448951507357414,46.666666666666664,0.5231301340250756,0.47686986597492426,3.004971005894842,2.869031767614658,0.5142536093260217,0.48574639067397807,6.782589351281221,6.591915636091226,0.5156893495303235,0.4843106504696766,5.245634806883818,5.083536910307925,1.156693627643766,0.6618016298321976,1.2964555044344976,1.2833044685302335,0.5275882728148655,0.043507020960558584,-0.5198715677197692,0.00011678903592184911,0.025814973205369653,0.49954747600873306,1.6650077635889111,4.537457384402691,1.2732897575648134,1.813202112188031,1.8210693698208285,2.378447156095286,0.8852933995330681
